#Record,Start hour, Dem,Win,Sol,AirTemp,W6,,,
1,0,28242.7,8198.98,0,6.3,0.591984116,,,
2,0.5,28901.05,8087.58,0,6.3,0.583940794,,,
3,1,28657.68,8225.48,0,6.5,0.593897473,,,
4,1.5,27512.6,8363.48,0,6.6,0.603861372,,,
5,2,26367.52,8321.02,0,7.1,0.600795668,,,
6,2.5,25832.45,8278.66,0,6.7,0.597737184,,,
7,3,24799.7,8325.25,0,7.5,0.601101083,,,
8,3.5,23732.46,8371.96,0,7.2,0.604473646,,,
9,4,22929.33,8082.35,0,7.9,0.583563177,,,
10,4.5,22599.23,7792.84,0,7.7,0.562659928,,,
11,5,22333.18,7723.67,0,8.3,0.557665704,,,
12,5.5,22295.77,7654.6,0,8.2,0.5526787,,,
13,6,22724.5,8012.9,0,8.7,0.578548736,,,
14,6.5,23036.94,8371.31,0,8.6,0.604426715,,,
15,7,23344.45,8264.28,0,8.8,0.596698917,,,
16,7.5,23201.59,8157.36,0,8.6,0.588979061,,,
17,8,23651.02,8237.35,9.38,9.6,0.594754513,,,
18,8.5,24602.07,8317.44,18.76,9.2,0.600537184,,,
19,9,25979.84,8718.01,53.59,9.8,0.629459206,,,
20,9.5,27434.49,9118.67,88.42,9.7,0.658387726,,,
21,10,29002.48,9365.6,142,9.9,0.676216606,,,
22,10.5,30196.96,9612.65,196.91,10,0.694054152,,,
23,11,31395.39,10300.34,227.71,10.4,0.743706859,,,
24,11.5,32354.35,10988.15,259.85,10.3,0.793368231,,,
25,12,33175.34,11108.14,263.85,10.7,0.802031769,,,
26,12.5,33567.63,11228.28,266.52,10.5,0.810706137,,, 
27,13,33661.31,11450.66,239.72,10.9,0.826762455,,,
28,13.5,33653.48,11673.19,212.93,10.9,0.842829603,,,
29,14,33652.55,11501.57,175.43,11,0.830438267,,,
30,14.5,33677.24,11330.09,136.58,11,0.81805704,,,
31,15,34007.45,11623.69,92.39,10.9,0.839255596,,,
32,15.5,34719.05,11917.43,48.2,11,0.86046426,,,
33,16,36208.24,11981.75,24.1,10.8,0.865108303,,,
34,16.5,37518.07,12046.22,1.34,11,0.869763177,,,
35,17,38054.26,11896.86,0,10.4,0.858979061,,,
36,17.5,37610.83,11747.66,0,10.5,0.848206498,,,
37,18,36931.86,12021.19,0,10.7,0.867955957,,,
38,18.5,36112.94,12294.88,0,10.5,0.887716968,,,
39,19,35152.11,12250.13,0,10.9,0.884485921,,,
40,19.5,34388.37,12205.53,0,10.9,0.881265704,,,
41,20,33492.57,12158.56,0,10.7,0.877874368,,,
42,20.5,32227.19,12111.74,0,10.7,0.874493863,,,
43,21,30920.42,12267.3,0,10.9,0.885725632,,,
44,21.5,29719.09,12423.01,0,10.8,0.896968231,,,
45,22,28582.81,12498.44,0,11.2,0.90241444,,,
46,22.5,27642.64,12574.02,0,11,0.90787148,,,
47,23,25935.72,12620.51,0,11.1,0.911228159,,,
48,23.5,24957.11,12667.16,0,11.2,0.91459639,,,
49,24,24773.83,12502.24,0,11.3,0.902688809,,,
50,24.5,24886.23,12479.9,0,11,0.901075812,,,
51,25,24460.51,12392.87,0,10.3,0.894792058,,,
52,25.5,23802.2,12306,0,11,0.888519856,,,
53,26,23190.21,12129.98,0,9.2,0.87581083,,,
54,26.5,23134.07,11954.1,0,9.7,0.863111913,,,
55,27,22439.28,12025.07,0,8.2,0.868236101,,,
56,27.5,21959.35,12096.2,0,8.9,0.873371841,,,
57,28,21569.1,12055.91,0,7,0.870462816,,,
58,28.5,21572.1,12015.78,0,7.5,0.867565343,,,
59,29,21857.95,11830.87,0,6,0.85421444,,,
60,29.5,22607.02,11646.11,0,6.6,0.840874368,,,
61,30,24290.41,11365.53,0,5.5,0.820615884,,,
62,30.5,25645.62,11085.1,0,5.8,0.800368231,,,
63,31,27490.66,10984.76,0,4.4,0.793123466,,,
64,31.5,28794.62,10884.56,8.02,5.1,0.785888809,,,
65,32,30197.15,10853.2,16.04,4,0.783624549,,,
66,32.5,31696.26,10821.98,24.06,4.2,0.781370397,,,
67,33,33186.52,10944.14,183.15,5,0.790190614,,,
68,33.5,33829.17,11066.44,343.56,4.3,0.799020939,,,
69,34,34319.06,10852.64,578.82,5.4,0.783584116,,,
70,34.5,34414.72,10638.99,814.05,5,0.768158123,,,
71,35,34754.81,10843.46,1035.9,6,0.7829213,,,
72,35.5,34796.26,11048.07,1259.07,5.7,0.797694585,,,
73,36,34795.33,11145.74,1280.4,6.3,0.80474657,,,
74,36.5,34729.36,11243.55,1303.06,6.1,0.811808664,,,
75,37,34664.36,10940.78,1185.4,6.3,0.789948014,,,
76,37.5,34684.13,10638.16,1066.41,6.2,0.768098195,,,
77,38,34990.71,10092.94,892.65,6,0.72873213,,,
78,38.5,35416.55,9547.85,718.9,6.2,0.689375451,,,
79,39,36052.32,9022.68,483.7,4.9,0.65145704,,,
80,39.5,37214.41,8497.63,249.85,5.5,0.613547292,,,
81,40,39584.85,8123.76,128.26,3.8,0.586553069,,,
82,40.5,43082.83,7750,6.68,4.6,0.559566787,,,
83,41,44179.88,7529.64,0,2.9,0.543656318,,,
84,41.5,43659.56,7309.37,0,3.5,0.527752347,,,
85,42,43306.78,7364.83,0,2.4,0.531756679,,,
86,42.5,42674.09,7420.39,0,2.8,0.535768231,,,
87,43,41383.99,7429.15,0,2.1,0.536400722,,,
88,43.5,40004.19,7438,0,2.3,0.537039711,,,
89,44,38578.07,7460.09,0,2.2,0.538634657,,,
90,44.5,37113.51,7482.29,0,2,0.540237545,,,
91,45,35784.95,7551.09,0,2.6,0.545205054,,,
92,45.5,34056.23,7619.99,0,2.4,0.550179783,,,
93,46,32506.88,7691.02,0,3.1,0.555308303,,,
94,46.5,31144.8,7762.14,0,2.7,0.560443321,,,
95,47,29489,7795.35,0,3.4,0.562841155,,,
96,47.5,28227.44,7828.66,0,3.1,0.565246209,,,
97,48,27790.85,7832.95,0,3.2,0.565555957,,,
98,48.5,27784.98,7770.63,0,3.2,0.561056318,,,
99,49,27451.89,7661.51,0,3.2,0.553177617,,,
100,49.5,26683.14,7552.49,0,3.3,0.545306137,,,
101,50,25890.73,7378.88,0,3.5,0.532771119,,,
102,50.5,25590.15,7205.37,0,3.3,0.520243321,,,
103,51,24986.98,6851.64,0,2.6,0.494703249,,,
104,51.5,24347.34,6498.01,0,3.2,0.469170397,,,
105,52,23965.94,6191,0,1.9,0.44700361,,,
106,52.5,23765.89,5884.08,0,2.1,0.424843321,,,
107,53,23915.75,5430.32,0,1.6,0.392080866,,,
108,53.5,24426.35,4976.65,0,1.7,0.35932491,,,
109,54,25615.09,4818.68,0,1.6,0.347919134,,,
110,54.5,26636.27,4660.77,0,1.5,0.33651769,,,
111,55,27858.52,4493.91,0,1.7,0.324470036,,,
112,55.5,29002.91,4327.11,0,1.7,0.312426715,,,
113,56,30736.73,4046.86,4,1.4,0.292192058,,,
114,56.5,32612.49,3766.67,6.67,1.6,0.271961733,,,
115,57,34650.89,3608.73,37.35,1.7,0.260558123,,,
116,57.5,36183.66,3450.84,68.03,1.6,0.249158123,,,
117,58,37392.14,3499.68,141.4,1.8,0.252684477,,,
118,58.5,38023.03,3548.58,214.76,1.8,0.256215162,,,
119,59,38512.97,3690.81,252.09,2.2,0.266484477,,,
120,59.5,38857.03,3833.08,290.76,2,0.276756679,,,
121,60,39098.58,3784.09,330.76,2,0.273219495,,,
122,60.5,38883.77,3735.15,369.42,2,0.269685921,,,
123,61,38604.89,3637.26,389.41,2.2,0.262618051,,,
124,61.5,38299.39,3539.41,408.06,2.2,0.255553069,,,
125,62,37962.36,3354.82,365.37,2.1,0.242225271,,,
126,62.5,37671.64,3170.27,324.02,2.3,0.228900361,,,
127,63,37802.8,3127.97,224,1.6,0.225846209,,,
128,63.5,38452.43,3085.71,122.66,1.8,0.222794946,,,
129,64,40341.06,3252.38,64,1.3,0.234828881,,,
130,64.5,42816.18,3419.09,5.33,1.6,0.246865704,,,
131,65,44148.9,3343.43,0,0.7,0.241402888,,,
132,65.5,44340.2,3267.83,0,0.9,0.235944404,,,
133,66,43817.86,3138.84,0,2.1,0.226631047,,,
134,66.5,42715.93,3009.89,0,1.6,0.217320578,,,
135,67,41696.79,2914.24,0,2.2,0.21041444,,,
136,67.5,40239.02,2818.64,0,2.3,0.203511913,,,
137,68,39061.18,2725.22,0,2.5,0.196766787,,,
138,68.5,37837.01,2631.85,0,1.8,0.190025271,,,
139,69,36487.65,2498.43,0,2.3,0.180392058,,,
140,69.5,35077.17,2365.05,0,2.8,0.170761733,,,
141,70,33774.13,2240.53,0,1.4,0.161771119,,,
142,70.5,32663.29,2116.04,0,1.4,0.152782671,,,
143,71,31078.33,2044.87,0,1,0.147644043,,,
144,71.5,30051.28,1973.73,0,1.5,0.142507581,,,
145,72,29753.64,2227.07,0,0.2,0.160799278,,,
146,72.5,29798.05,2129.26,0,0.9,0.153737184,,,
147,73,29294.4,2089.22,0,-0.1,0.150846209,,,
148,73.5,28400.4,2049.2,0,0.2,0.147956679,,,
149,74,27644.41,2040.26,0,-1.1,0.147311191,,,
150,74.5,27512.37,2031.36,0,-0.8,0.146668592,,,
151,75,26859.87,2026.88,0,-1.2,0.146345126,,,
152,75.5,26234.96,2022.42,0,-0.9,0.146023105,,,
153,76,25885.07,2020.16,0,-2.2,0.145859928,,,
154,76.5,25607.14,2017.93,0,-1.6,0.145698917,,,
155,77,25592.4,2035.66,0,-2.3,0.146979061,,,
156,77.5,25729.46,2053.43,0,-2.4,0.148262094,,,
157,78,26376.14,2086.73,0,-2.5,0.150666426,,,
158,78.5,26853.28,2120.05,0,-2.6,0.153072202,,,
159,79,27571.92,2184.45,0,-3.3,0.157722022,,,
160,79.5,27989.92,2248.88,14.65,-2.6,0.162374007,,,
161,80,29185.66,2335.5,27.96,-3,0.168628159,,,
162,80.5,30851.61,2422.15,42.6,-2.9,0.174884477,,,
163,81,32810.32,2508.76,179.72,-2.1,0.181137906,,,
164,81.5,34399.39,2595.41,318.16,-2.6,0.187394224,,,
165,82,36013.11,2739.8,520.48,-0.4,0.197819495,,,
166,82.5,36965.39,2884.21,724.11,-0.9,0.208246209,,,
167,83,37770.81,3135.24,835.88,0,0.226371119,,,
168,83.5,38378.09,3386.3,946.32,0.4,0.244498195,,,
169,84,38915.39,3486.23,934.3,-0.1,0.251713357,,,
170,84.5,39063.32,3586.19,922.28,-0.2,0.258930686,,,
171,85,38964.81,3581.68,837.07,0.2,0.258605054,,,
172,85.5,38821.94,3577.21,751.86,-0.1,0.25828231,,,
173,86,38996.48,3610.47,564.21,0.3,0.260683755,,,
174,86.5,39100.05,3643.77,377.9,0.2,0.263088087,,,
175,87,39696.5,3621.48,256.8,0.7,0.2614787,,,
176,87.5,40632.05,3599.24,134.38,0.5,0.259872924,,,
177,88,42678.56,3665.82,71.84,0.9,0.264680144,,,
178,88.5,44890.68,3732.45,9.31,0.8,0.269490975,,,
179,89,45496.02,3830.13,0,1.2,0.276543682,,,
180,89.5,45387.66,3927.86,0,1.1,0.2836,,,
181,90,44763.74,3883.35,0,1.5,0.280386282,,,
182,90.5,43718.9,3838.89,0,1.4,0.277176173,,,
183,91,42765.73,3856.59,0,1.5,0.278454152,,,
184,91.5,41652.86,3874.34,0,1.5,0.27973574,,,
185,92,40373.4,3925.36,0,1.5,0.283419495,,,
186,92.5,38914.51,3976.43,0,1.5,0.287106859,,,
187,93,37340.29,4040.76,0,1.6,0.291751625,,,
188,93.5,35372.74,4105.16,0,1.5,0.296401444,,,
189,94,33760.06,4153.95,0,1.9,0.299924188,,,
190,94.5,31974.86,4202.8,0,1.6,0.303451264,,,
191,95,29872.23,4269.35,0,2.2,0.308256318,,,
192,95.5,28607.52,4335.97,0,2.3,0.313066426,,,
193,96,28435.05,4164.84,0,2.1,0.300710469,,,
194,96.5,28649.02,4180.37,0,1.8,0.301831769,,,
195,97,28439.09,4189.17,0,3.1,0.302467148,,,
196,97.5,27895.97,4198.03,0,2.8,0.303106859,,,
197,98,27461.28,4202.4,0,3.3,0.303422383,,,
198,98.5,27413.02,4206.81,0,3.1,0.303740794,,,
199,99,27032.55,4195.62,0,3.5,0.302932852,,,
200,99.5,26393.79,4184.49,0,3.4,0.302129242,,,
201,100,26066.55,4224.38,0,3.4,0.305009386,,,
202,100.5,26050.82,4264.33,0,3.5,0.307893863,,,
203,101,26735.01,4339.76,0,3.8,0.313340072,,,
204,101.5,28114.2,4415.25,0,3.6,0.318790614,,,
205,102,31338.82,4492.9,0,3.7,0.324397112,,,
206,102.5,34527.97,4570.6,0,3.7,0.33000722,,,
207,103,38298.75,4601.6,0,3.9,0.332245487,,,
208,103.5,40489.29,4632.66,0,3.9,0.334488087,,,
209,104,41641.78,4659.22,15.94,4,0.336405776,,,
210,104.5,42226.43,4685.84,30.56,3.7,0.338327798,,,
211,105,43242.88,4661.32,108.93,4.4,0.336557401,,,
212,105.5,43557.43,4636.87,187.31,4,0.334792058,,,
213,106,43836.49,4594.59,304.19,4.6,0.33173935,,,
214,106.5,44238.78,4552.36,421.07,4.2,0.328690253,,,
215,107,44342.36,4556.72,508.71,6.2,0.329005054,,,
216,107.5,44435.1,4561.13,595.02,5.5,0.329323466,,,
217,108,44653.04,4596.57,620.23,7.2,0.33188231,,,
218,108.5,44570.31,4632.07,645.44,6.9,0.334445487,,,
219,109,44494.47,4643.08,552.45,7.2,0.335240433,,,
220,109.5,44381.18,4654.15,459.47,7.2,0.336039711,,,
221,110,44526.17,4711.79,365.17,7.1,0.340201444,,,
222,110.5,44540.04,4769.49,270.88,7.2,0.344367509,,,
223,111,44650.53,4747.19,179.25,6.9,0.342757401,,,
224,111.5,45590.11,4724.96,88.96,7,0.341152347,,,
225,112,47296.67,4824.78,46.47,6.7,0.348359567,,,
226,112.5,48495.54,4924.67,5.31,6.7,0.355571841,,,
227,113,48682.93,5071.11,0,6.6,0.366145126,,,
228,113.5,48336.98,5217.62,0,6.7,0.376723466,,,
229,114,48187.21,5324.09,0,6.7,0.38441083,,,
230,114.5,47905.34,5430.62,0,6.6,0.392102527,,,
231,115,46947.17,5514.88,0,6.6,0.398186282,,,
232,115.5,45301.86,5599.21,0,6.7,0.40427509,,,
233,116,43863.57,5665.7,0,6.6,0.409075812,,,
234,116.5,41968.83,5732.27,0,6.6,0.41388231,,,
235,117,39891.7,5749.92,0,6.3,0.415156679,,,
236,117.5,37505.01,5767.65,0,6.4,0.416436823,,,
237,118,35331.25,5785.3,0,6.2,0.417711191,,,
238,118.5,33135.79,5803.02,0,6.3,0.418990614,,,
239,119,30713.58,5853.96,0,6.2,0.422668592,,,
240,119.5,29307.79,5904.98,0,6.1,0.426352347,,,
241,120,29073.2,5951.49,0,6.9,0.429710469,,,
242,120.5,29284.23,6002.5,0,6.9,0.433393502,,,
243,121,29087.1,6033.47,0,6.5,0.435629603,,,
244,121.5,28370.42,6064.5,0,6.5,0.437870036,,,
245,122,27809.51,6148.74,0,6.5,0.443952347,,,
246,122.5,27560.13,6233.05,0,6.6,0.450039711,,,
247,123,27061.32,6428.26,0,6.9,0.464134296,,,
248,123.5,26446.18,6623.55,0,6.7,0.478234657,,,
249,124,26031.16,6661.16,0,6.8,0.480950181,,,
250,124.5,26002.62,6698.85,0,6.9,0.48367148,,,
251,125,26496.59,6732.01,0,6.7,0.486065704,,,
252,125.5,27830.53,6765.26,0,6.7,0.488466426,,,
253,126,31066.26,6778.45,0,7.2,0.489418773,,,
254,126.5,34623.39,6791.72,0,7.1,0.490376895,,,
255,127,38533.49,6898.13,0,7.7,0.498059928,,,
256,127.5,40847.44,7004.62,0,7.5,0.505748736,,,
257,128,41812.69,7044.43,9.28,7.4,0.508623105,,,
258,128.5,41800.93,7084.33,17.23,7.5,0.511503971,,,
259,129,42584.79,7179.63,88.82,8.3,0.518384838,,,
260,129.5,42789.93,7275.02,160.4,7.8,0.525272202,,,
261,130,42790,7281.53,271.74,7.4,0.525742238,,,
262,130.5,42756.55,7288.14,383.07,8.3,0.526219495,,,
263,131,42677.75,7163.73,514.27,6.5,0.517236823,,,
264,131.5,42627.53,7039.4,645.47,6.6,0.508259928,,,
265,132,42598.03,6941.62,758.09,6.4,0.5012,,,
266,132.5,42323.03,6843.93,869.38,6.6,0.49414657,,,
267,133,42121.98,6715.09,842.84,6.7,0.484844043,,,
268,133.5,41962.33,6586.34,816.3,6.6,0.475548014,,,
269,134,42059.02,6364.31,735.43,6.5,0.459516968,,,
270,134.5,42108.38,6142.36,654.57,6.4,0.443491697,,,
271,135,42270.14,5820.48,477,5.8,0.420251264,,,
272,135.5,43417.82,5498.69,300.76,6.4,0.397017329,,,
273,136,45594.8,5274.47,158.98,4.6,0.380828159,,,
274,136.5,48258.83,5050.32,18.55,5,0.364644043,,,
275,137,48644.41,4919.31,0,3.9,0.355184838,,,
276,137.5,48497.59,4788.36,0,4.3,0.345729964,,,
277,138,48424.71,4688.42,0,2.8,0.338514079,,,
278,138.5,48429.72,4588.54,0,3.5,0.331302527,,,
279,139,47488.24,4446.45,0,2.2,0.321043321,,,
280,139.5,46112.94,4304.42,0,2.6,0.310788448,,,
281,140,44771.17,4202.27,0,2,0.303412996,,,
282,140.5,42749.09,4100.19,0,1.8,0.296042599,,,
283,141,40868.98,4177.76,0,2.8,0.301643321,,,
284,141.5,38565.9,4255.39,0,2.6,0.307248375,,,
285,142,36119.85,4375.11,0,2.8,0.315892419,,,
286,142.5,34175.64,4494.89,0,2.9,0.324540794,,,
287,143,31684.22,4663.41,0,2.8,0.336708303,,,
288,143.5,30244.8,4831.99,0,3.3,0.348880144,,,
289,144,30069.35,5413.15,0,1.6,0.390841155,,,
290,144.5,30352.37,5559.53,0,1.6,0.401410108,,,
291,145,29924.52,5714.72,0,1.9,0.412615162,,,
292,145.5,29194.96,5869.97,0,1.7,0.423824549,,,
293,146,28675.41,6027.35,0,1.8,0.435187726,,,
294,146.5,28446.72,6184.82,0,1.6,0.446557401,,,
295,147,27996.19,6410.97,0,1.9,0.462885921,,,
296,147.5,27275.5,6637.2,0,1.6,0.479220217,,,
297,148,26853.55,6898.82,0,2.4,0.498109747,,,
298,148.5,26644.57,7160.54,0,1.9,0.517006498,,,
299,149,27193.8,7335.64,0,2.8,0.529649097,,,
300,149.5,28269.53,7510.83,0,3,0.542298195,,,
301,150,31585.38,7741.37,0,2.9,0.558943682,,,
302,150.5,34957.43,7972.01,0,2.9,0.57559639,,,
303,151,39127.15,8175.92,0,3.5,0.590319134,,,
304,151.5,41300.29,8379.93,25.14,3.3,0.605049097,,,
305,152,41828.84,8632.63,48.95,4.1,0.623294585,,,
306,152.5,41636.64,8885.43,74.09,3.6,0.641547292,,,
307,153,42559.59,9138.1,168.01,4.7,0.659790614,,,
308,153.5,42769.67,9390.89,260.6,4.6,0.678042599,,,
309,154,42913.69,9650.2,335.99,5.1,0.696765343,,,
310,154.5,43025.18,9909.64,411.37,4.9,0.715497473,,,
311,155,43261.89,10144.55,432.52,5.5,0.732458484,,,
312,155.5,43462.11,10379.58,452.34,5.2,0.749428159,,,
313,156,43663.33,10581.19,457.61,5.7,0.763984838,,,
314,156.5,43589.45,10782.95,461.55,5.6,0.778552347,,,
315,157,43239.5,10880.32,407.31,6.1,0.785582671,,,
316,157.5,43595.51,10977.83,353.08,5.9,0.792623105,,,
317,158,43555.16,11026.41,290.91,6.3,0.796130686,,,
318,158.5,43246.61,11075.13,228.75,6.2,0.799648375,,,
319,159,43444.87,11137.01,154.7,6.5,0.804116245,,,
320,159.5,44679.41,11199.03,81.97,6.5,0.808594224,,,
321,160,47134.62,11278.64,42.31,6.4,0.814342238,,,
322,160.5,48635.38,11358.4,2.64,6.4,0.820101083,,,
323,161,48971.69,11482.36,0,6.7,0.829051264,,,
324,161.5,48545.82,11606.47,0,6.5,0.838012274,,,
325,162,47975.99,11672.77,0,7,0.842799278,,,
326,162.5,47038.38,11739.22,0,6.9,0.847597112,,,
327,163,45848.35,11561.6,0,7.1,0.834772563,,,
328,163.5,44450.26,11384.13,0,7.1,0.821958845,,,
329,164,43053.16,11131.14,0,7.4,0.803692419,,,
330,164.5,41043.74,10878.29,0,7.2,0.785436101,,,
331,165,39021.49,10649.7,0,7.7,0.768931408,,,
332,165.5,36676.81,10421.25,0,7.5,0.752436823,,,
333,166,34690.05,10159.41,0,8.3,0.733531408,,,
334,166.5,32687.5,9897.71,0,8,0.714636101,,,
335,167,30400.98,9678.02,0,8.5,0.698774007,,,
336,167.5,28779.02,9458.46,0,8.4,0.6829213,,,
337,168,28372.83,9464.92,0,7.4,0.683387726,,,
338,168.5,28755.45,9391.7,0,7.3,0.678101083,,,
339,169,28583.93,9331.65,0,7.2,0.673765343,,,
340,169.5,27878.97,9271.73,0,7.1,0.669438989,,,
341,170,27311.06,9069.81,0,7.1,0.654859928,,,
342,170.5,27234.19,8868,0,7.1,0.640288809,,,
343,171,26796.44,8606.23,0,6.6,0.621388448,,,
344,171.5,26238.39,8344.57,0,7,0.602496029,,,
345,172,25859.8,8025.18,0,6.3,0.579435379,,,
346,172.5,26007.74,7705.9,0,6.3,0.556382671,,,
347,173,26843.95,7650.33,0,5.8,0.552370397,,,
348,173.5,28096.27,7594.86,0,6.1,0.548365343,,,
349,174,31395.61,7271.06,0,5.2,0.524986282,,,
350,174.5,34872.46,6947.36,0,5.3,0.50161444,,,
351,175,39077.02,6936.15,0,5.1,0.500805054,,,
352,175.5,41304.57,6925.02,1.32,5.4,0.500001444,,,
353,176,42229.55,7009.11,1.32,4.7,0.506072924,,,
354,176.5,42195.11,7093.3,2.64,4.9,0.512151625,,,
355,177,42969.23,6913.62,33,4.3,0.499178339,,,
356,177.5,43291.74,6734.03,63.36,4.5,0.486211552,,,
357,178,43176.44,6855.82,163.68,3.9,0.495005054,,,
358,178.5,43140.03,6977.68,265.32,4,0.50380361,,,
359,179,42819.63,7112.75,471.21,4.3,0.513555957,,,
360,179.5,42676.73,7247.91,675.77,3.9,0.523314801,,,
361,180,42628.48,7347.51,868.43,5.3,0.530506137,,,
362,180.5,41962.96,7447.2,1059.76,4.7,0.537703971,,,
363,181,41490.7,7469.23,1082.15,6.3,0.539294585,,,
364,181.5,41172.27,7491.34,1103.21,5.9,0.540890975,,,
365,182,41338.98,7422.48,914.47,6,0.535919134,,,
366,182.5,41495.84,7353.73,724.42,5.5,0.530955235,,,
367,183,41640.86,7176.29,497.44,5,0.518143682,,,
368,183.5,42815.34,6998.94,269.16,5.8,0.505338628,,,
369,184,44878.28,6845.89,141.17,4,0.494288087,,,
370,184.5,47501.32,6692.93,11.87,4.4,0.483244043,,,
371,185,48191.66,6648.48,0,3.4,0.480034657,,,
372,185.5,48074.4,6604.11,0,3.7,0.476831047,,,
373,186,47892.05,6909.8,0,2.7,0.498902527,,,
374,186.5,47437.54,7215.58,0,3,0.520980505,,,
375,187,46421.95,7494.65,0,2.9,0.541129964,,,
376,187.5,44803.86,7773.83,0,2.8,0.561287365,,,
377,188,43165.06,8112.72,0,3.2,0.585755957,,,
378,188.5,41043.06,8451.72,0,3,0.610232491,,,
379,189,38946.7,8972.3,0,3.6,0.647819495,,,
380,189.5,36526.89,9492.98,0,3.5,0.685413718,,,
381,190,34630.69,9942.62,0,4.2,0.7178787,,,
382,190.5,32595.44,10392.37,0,4,0.750351625,,,
383,191,30566.1,9962.31,0,4.3,0.719300361,,,
384,191.5,29155.04,9532.38,0,4.7,0.688258484,,,
385,192,28707.4,10633.42,0,5,0.767755957,,,
386,192.5,28824.8,11291.43,0,4.9,0.815265704,,,
387,193,28486.61,11517.22,0,5.2,0.831568231,,,
388,193.5,27873.3,11743.14,0,5.4,0.847880144,,,
389,194,27332.96,10974.09,0,6,0.792353069,,,
390,194.5,27141.7,10205.19,0,5.8,0.736836823,,,
391,195,26722.64,10065.42,0,6,0.726745126,,,
392,195.5,26184.27,9925.77,0,5.9,0.716662094,,,
393,196,25755.35,10260.12,0,6.4,0.740802888,,,
394,196.5,25635.09,10594.6,0,6.2,0.764953069,,,
395,197,26246.53,10705.17,0,6.9,0.772936462,,,
396,197.5,27481.19,10815.87,0,6.3,0.780929242,,,
397,198,30578.65,11380.59,0,7.8,0.821703249,,,
398,198.5,33860.52,11945.45,0,7.5,0.862487365,,,
399,199,37957.92,11967.37,0,7.6,0.864070036,,,
400,199.5,40159.02,11989.44,0,7.7,0.865663538,,,
401,200,40893.75,11732.24,17.13,7.7,0.847093141,,,
402,200.5,40635.45,11475.19,34.25,7.6,0.828533574,,,
403,201,41049.7,11568.01,163.36,7.9,0.835235379,,,
404,201.5,40962,11660.97,291.13,7.8,0.841947292,,,
405,202,40599.17,11465.81,487.4,8.4,0.827856318,,,
406,202.5,40396.09,11270.8,684.96,8.3,0.813776173,,,
407,203,40340.93,11122.17,806.11,9.2,0.803044765,,,
408,203.5,40231.54,10973.69,928.57,8.8,0.792324188,,,
409,204,40479.13,10727.6,911.4,9.7,0.774555957,,,
410,204.5,40655.71,10481.66,894.24,9.4,0.756798556,,,
411,205,40718.9,10113.77,750.66,9.9,0.730236101,,,
412,205.5,40946.76,9746.01,607.09,9.8,0.703683032,,,
413,206,41337.35,8791.18,443.77,11.1,0.634742238,,,
414,206.5,41303.88,7836.48,280.47,10.3,0.56581083,,,
415,207,41433.14,8135.34,184.34,12.1,0.58738917,,,
416,207.5,42535.73,8434.29,88.22,11.6,0.608974007,,,
417,208,44495.29,8753.07,47.4,12.3,0.631990614,,,
418,208.5,45900.63,9071.95,7.9,12.1,0.65501444,,,
419,209,46449.01,10143.73,0,12.6,0.732399278,,,
420,209.5,46015.18,11215.62,0,12.5,0.809792058,,,
421,210,45326.91,11709.28,0,12.6,0.845435379,,,
422,210.5,44259.96,12203.09,0,12.7,0.881089531,,,
423,211,42802.48,12495.19,0,12.4,0.902179783,,,
424,211.5,41124.1,12787.45,0,12.7,0.923281588,,,
425,212,39728.74,12909,0,12,0.932057762,,,
426,212.5,37861.99,13030.72,0,12.1,0.940846209,,,
427,213,36176.69,13074.76,0,11.6,0.944025993,,,
428,213.5,34272.45,13118.97,0,11.9,0.947218051,,,
429,214,32652.22,13145.29,0,11.2,0.949118412,,,
430,214.5,31285.44,13171.78,0,11.4,0.951031047,,,
431,215,29272.7,13209.17,0,10.8,0.953730686,,,
432,215.5,28138.64,13246.73,0,11,0.956442599,,,
433,216,27690.96,13056.03,0,10.9,0.942673646,,,
434,216.5,27972.07,13423.54,0,10.9,0.969208664,,,
435,217,27390.27,13071.21,0,10.5,0.943769675,,,
436,217.5,26361.72,12719.04,0,10.9,0.918342238,,,
437,218,25454.48,11633.81,0,10.9,0.839986282,,,
438,218.5,25295.74,10548.74,0,10.6,0.761641877,,,
439,219,24718.86,10736.74,0,11.1,0.775215884,,,
440,219.5,24024.62,10924.88,0,11,0.7888,,,
441,220,23475.35,11086.31,0,11.6,0.800455596,,,
442,220.5,23301.82,11247.87,0,11.3,0.812120578,,,
443,221,23450.78,11362.78,0,11.6,0.820417329,,,
444,221.5,23787.11,11477.84,0,11.5,0.82872491,,,
445,222,25033.71,11845.15,0,11.5,0.855245487,,,
446,222.5,26245.79,12212.61,0,11.5,0.881776895,,,
447,223,27804.03,12799.08,0,10.6,0.9241213,,,
448,223.5,29111.79,13385.7,13.15,11.2,0.966476534,,,
449,224,30745.98,13409.8,27.61,9.4,0.968216606,,,
450,224.5,32361.44,13434.06,40.76,9.9,0.969968231,,,
451,225,33907.87,13334.18,135.41,8,0.962756679,,,
452,225.5,34776.78,13234.47,231.37,8.2,0.955557401,,,
453,226,35448.45,13444.52,331.27,7.2,0.970723466,,,
454,226.5,35711.83,13654.75,431.15,7.6,0.985902527,,,
455,227,36114.26,13685.47,648.02,6.4,0.988120578,,,
456,227.5,36069.94,13716.38,864.86,6.2,0.990352347,,,
