wind ,Efficiency,VarOM,FixOM,CAPEX,Life,capacity,period,W1,W2,W3,W4,W5,W6
,,,,,,,4328,0.500279227,0.45046875,0.76221375,0.507473077,0.747684,0.684825271
,,,,,,,4329,0.502410727,0.4762825,0.736174167,0.522618846,0.724596,0.670810108
,,,,,,,4330,0.508247773,0.4762825,0.736174167,0.522618846,0.724596,0.656490975
,,,,,,,4331,0.514084818,0.50052375,0.698091667,0.539186154,0.703403,0.646129964
,,,,,,,4332,0.517599545,0.50052375,0.698091667,0.539186154,0.703403,0.635769675
,,,,,,,4333,0.521114273,0.51002,0.6721175,0.552961538,0.678336,0.645809386
,,,,,,,4334,0.511242636,0.51002,0.6721175,0.552961538,0.678336,0.655849819
,,,,,,,4335,0.501371,0.53425125,0.626155417,0.522969231,0.662925,0.6598
,,,,,,,4336,0.490245409,0.53425125,0.626155417,0.522969231,0.662925,0.663445487
,,,,,,,4337,0.479119818,0.59909125,0.553192917,0.565320385,0.653669,0.699059928
,,,,,,,4338,0.483547318,0.59909125,0.553192917,0.565320385,0.653669,0.734673646
,,,,,,,4339,0.487974818,0.6367975,0.46946625,0.575977692,0.612225,0.746234657
,,,,,,,4340,0.488300136,0.6367975,0.46946625,0.575977692,0.612225,0.757490253
,,,,,,,4341,0.488625455,0.68772875,0.3925525,0.558813846,0.580728,0.752609386
,,,,,,,4342,0.489006682,0.68772875,0.3925525,0.558813846,0.580728,0.747729242
,,,,,,,4343,0.489387909,0.7169325,0.315522083,0.538145,0.56969,0.747415884
,,,,,,,4344,0.487389864,0.7169325,0.315522083,0.538145,0.56969,0.746797834
,,,,,,,4345,0.485391818,0.7377325,0.254696667,0.515516154,0.587561,0.725477978
,,,,,,,4346,0.472389364,0.7377325,0.254696667,0.515516154,0.587561,0.703854152
,,,,,,,4347,0.459386909,0.7101575,0.210682917,0.499790769,0.635112,0.754989892
,,,,,,,4348,0.439050273,0.7101575,0.210682917,0.499790769,0.635112,0.805820217
,,,,,,,4349,0.418713636,0.59617,0.174924167,0.474619769,0.687487,0.765322022
,,,,,,,4350,0.395231,0.59617,0.174924167,0.474619769,0.687487,0.724519856
,,,,,,,4351,0.371748364,0.49239125,0.143123417,0.454464769,0.722671,0.71659639
,,,,,,,4352,0.348491636,0.49239125,0.143123417,0.454464769,0.722671,0.708368231
,,,,,,,4353,0.325234909,0.40676,0.11256175,0.420871308,0.728095,0.668786282
,,,,,,,4354,0.301083682,0.40676,0.11256175,0.420871308,0.728095,0.628901083
,,,,,,,4355,0.276932455,0.3433225,0.090980917,0.392546538,0.728,0.596626715
,,,,,,,4356,0.264512318,0.3433225,0.090980917,0.392546538,0.728,0.564049097
,,,,,,,4357,0.252092182,0.30002875,0.083205417,0.395435769,0.72622,0.539081588
,,,,,,,4358,0.244813227,0.30002875,0.083205417,0.395435769,0.72622,0.51381083
,,,,,,,4359,0.237534273,0.28535625,0.08559875,0.375880769,0.700414,0.498889531
,,,,,,,4360,0.225516318,0.28535625,0.08559875,0.375880769,0.700414,0.483968953
,,,,,,,4361,0.213498364,0.254905,0.086807083,0.342186923,0.635742,0.473005054
,,,,,,,4362,0.204625545,0.254905,0.086807083,0.342186923,0.635742,0.461737184
,,,,,,,4363,0.195752727,0.224915,0.088080833,0.306493077,0.582372,0.430685921
,,,,,,,4364,0.188963409,0.224915,0.088080833,0.306493077,0.582372,0.399330686
,,,,,,,4365,0.182174091,0.1955675,0.094057083,0.278093462,0.554238,0.40054296
,,,,,,,4366,0.178290455,0.1955675,0.094057083,0.278093462,0.554238,0.401755957
,,,,,,,4367,0.174406818,0.16263125,0.103410833,0.255468846,0.533752,0.385924188
,,,,,,,4368,0.174463545,0.16263125,0.103410833,0.255468846,0.533752,0.36978917
,,,,,,,4369,0.174520273,0.1358325,0.117882917,0.237869615,0.525896,0.368566787
,,,,,,,4370,0.175886545,0.1358325,0.117882917,0.237869615,0.525896,0.367345126
,,,,,,,4371,0.177252818,0.11691125,0.1284175,0.237610769,0.538467,0.364601444
,,,,,,,4372,0.176334477,0.11691125,0.1284175,0.237610769,0.538467,0.361857762
,,,,,,,4373,0.175416136,0.0991825,0.140319583,0.241293077,0.544878,0.349984838
,,,,,,,4374,0.175445773,0.0991825,0.140319583,0.241293077,0.544878,0.33780722
,,,,,,,4375,0.175475409,0.0886675,0.158845833,0.245187692,0.545676,0.305544404
,,,,,,,4376,0.177247159,0.0886675,0.158845833,0.245187692,0.545676,0.272977617
,,,,,,,4377,0.179018909,0.08369625,0.189825,0.248676538,0.548194,0.278148014
,,,,,,,4378,0.181761432,0.08369625,0.189825,0.248676538,0.548194,0.283013718
,,,,,,,4379,0.184503955,0.0808675,0.20957375,0.257116154,0.561878,0.261099639
,,,,,,,4380,0.186835659,0.0808675,0.20957375,0.257116154,0.561878,0.239186282
,,,,,,,4381,0.189167364,0.0819725,0.230877083,0.26933,0.583823,0.216968953
,,,,,,,4382,0.184509,0.0819725,0.230877083,0.26933,0.583823,0.194752347
,,,,,,,4383,0.179850636,0.074895,0.265012083,0.280289231,0.589808,0.184708303
,,,,,,,4384,0.164382023,0.074895,0.265012083,0.280289231,0.589808,0.17466426
,,,,,,,4385,0.148913409,0.08124375,0.280848333,0.280875385,0.574926,0.157926354
,,,,,,,4386,0.142491982,0.08124375,0.280848333,0.280875385,0.574926,0.140884477
,,,,,,,4387,0.136070555,0.09747625,0.321999167,0.279831538,0.553858,0.132058484
,,,,,,,4388,0.130617459,0.09747625,0.321999167,0.279831538,0.553858,0.12292852
,,,,,,,4389,0.125164364,0.12354375,0.350727917,0.283754846,0.524878,0.111668592
,,,,,,,4390,0.122275414,0.12354375,0.350727917,0.283754846,0.524878,0.100105415
,,,,,,,4391,0.119386464,0.14893375,0.400411667,0.304596769,0.512194,0.091888809
,,,,,,,4392,0.118310959,0.14893375,0.400411667,0.304596769,0.512194,0.083672202
,,,,,,,4393,0.117235455,0.1889525,0.513384583,0.301686692,0.517426,0.081846209
,,,,,,,4394,0.114245773,0.1889525,0.513384583,0.301686692,0.517426,0.080019495
,,,,,,,4395,0.111256091,0.2194925,0.4821525,0.312910615,0.51284,0.07819278
,,,,,,,4396,0.109667773,0.2194925,0.4821525,0.312910615,0.51284,0.076366065
,,,,,,,4397,0.108079455,0.2482675,0.429059583,0.319312077,0.490009,0.073018773
,,,,,,,4398,0.103308545,0.2482675,0.429059583,0.319312077,0.490009,0.06967148
,,,,,,,4399,0.098537636,0.2900475,0.326942083,0.330418462,0.487375,0.079405776
,,,,,,,4400,0.103085455,0.2900475,0.326942083,0.330418462,0.487375,0.089140794
,,,,,,,4401,0.107633273,0.3351825,0.262112083,0.335844231,0.4837,0.091269314
,,,,,,,4402,0.110675455,0.3351825,0.262112083,0.335844231,0.4837,0.093093141
,,,,,,,4403,0.113717636,0.36102125,0.208350833,0.342349231,0.4796,0.097655596
,,,,,,,4404,0.124600386,0.36102125,0.208350833,0.342349231,0.4796,0.102217329
,,,,,,,4405,0.135483136,0.42055125,0.173506667,0.337879615,0.490725,0.103129242
,,,,,,,4406,0.14350125,0.42055125,0.173506667,0.337879615,0.490725,0.10373574
,,,,,,,4407,0.151519364,0.42184875,0.15311875,0.32937,0.48865,0.118641155
,,,,,,,4408,0.142588432,0.42184875,0.15311875,0.32937,0.48865,0.133241155
,,,,,,,4409,0.1336575,0.3786625,0.140639167,0.299716923,0.47825,0.140844765
,,,,,,,4410,0.123728795,0.3786625,0.140639167,0.299716923,0.47825,0.148447653
,,,,,,,4411,0.113800091,0.31839625,0.1303675,0.270923077,0.46695,0.159397112
,,,,,,,4412,0.106232864,0.31839625,0.1303675,0.270923077,0.46695,0.170345848
,,,,,,,4413,0.098665636,0.290075,0.116226667,0.248686538,0.45505,0.187378339
,,,,,,,4414,0.094141136,0.290075,0.116226667,0.248686538,0.45505,0.204106137
,,,,,,,4415,0.089616636,0.2635175,0.108751667,0.229963846,0.445306,0.215662094
,,,,,,,4416,0.087522409,0.2635175,0.108751667,0.229963846,0.445306,0.227218051
,,,,,,,4417,0.085428182,0.2439625,0.094994583,0.214555385,0.434405,0.238165343
,,,,,,,4418,0.080836955,0.2439625,0.094994583,0.214555385,0.434405,0.249112635
,,,,,,,4419,0.076245727,0.23089,0.085547917,0.209571923,0.441717,0.260059206
,,,,,,,4420,0.071853682,0.23089,0.085547917,0.209571923,0.441717,0.271005776
,,,,,,,4421,0.067461636,0.22832,0.071590833,0.210365385,0.441543,0.281952347
,,,,,,,4422,0.064743864,0.22832,0.071590833,0.210365385,0.441543,0.292898195
,,,,,,,4423,0.062026091,0.21642,0.060830833,0.211999231,0.433,0.30141083
,,,,,,,4424,0.060841932,0.21642,0.060830833,0.211999231,0.433,0.309922744
,,,,,,,4425,0.059657773,0.2261725,0.05036,0.216293462,0.417751,0.31873935
,,,,,,,4426,0.061534568,0.2261725,0.05036,0.216293462,0.417751,0.327251264
,,,,,,,4427,0.063411364,0.2296225,0.04391825,0.221479231,0.413363,0.336371119
,,,,,,,4428,0.066422455,0.2296225,0.04391825,0.221479231,0.413363,0.345490975
,,,,,,,4429,0.069433545,0.2319,0.03973275,0.224761538,0.406452,0.353090253
,,,,,,,4430,0.067316795,0.2319,0.03973275,0.224761538,0.406452,0.360688809
,,,,,,,4431,0.065200045,0.2271725,0.035045667,0.212376154,0.376752,0.369199278
,,,,,,,4432,0.06021825,0.2271725,0.035045667,0.212376154,0.376752,0.377710469
,,,,,,,4433,0.055236455,0.20880375,0.02714875,0.187934615,0.321686,0.283431047
,,,,,,,4434,0.052717455,0.20880375,0.02714875,0.187934615,0.321686,0.189154513
,,,,,,,4435,0.050198455,0.1840125,0.023294667,0.167231154,0.297834,0.187327798
,,,,,,,4436,0.048552323,0.1840125,0.023294667,0.167231154,0.297834,0.185501083
,,,,,,,4437,0.046906191,0.16467875,0.021333917,0.150230769,0.268216,0.179720578
,,,,,,,4438,0.047787455,0.16467875,0.021333917,0.150230769,0.268216,0.173636823
,,,,,,,4439,0.048668718,0.14756125,0.021119,0.128481538,0.227806,0.175155235
,,,,,,,4440,0.050955923,0.14756125,0.021119,0.128481538,0.227806,0.176368953
,,,,,,,4441,0.053243127,0.12842125,0.0237535,0.104924615,0.18835,0.182753069
,,,,,,,4442,0.054062264,0.12842125,0.0237535,0.104924615,0.18835,0.188831769
,,,,,,,4443,0.0548814,0.11764875,0.022214667,0.086216923,0.154937,0.197951625
,,,,,,,4444,0.054465145,0.11764875,0.022214667,0.086216923,0.154937,0.20707148
,,,,,,,4445,0.054048891,0.11220375,0.016909583,0.066421538,0.125876,0.213150181
,,,,,,,4446,0.051853714,0.11220375,0.016909583,0.066421538,0.125876,0.21892491
,,,,,,,4447,0.049658536,0.106905,0.0132325,0.055878846,0.109684,0.22287509
,,,,,,,4448,0.049142864,0.106905,0.0132325,0.055878846,0.109684,0.226825271
,,,,,,,4449,0.048627191,0.10617375,0.012707417,0.052675577,0.108426,0.225605776
,,,,,,,4450,0.049231159,0.10617375,0.012707417,0.052675577,0.108426,0.224083032
,,,,,,,4451,0.049835127,0.10922875,0.018659667,0.056309423,0.12395,0.221039711
,,,,,,,4452,0.051512632,0.10922875,0.018659667,0.056309423,0.12395,0.217997112
,,,,,,,4453,0.053190136,0.11176125,0.02714725,0.0655475,0.154274,0.210697473
,,,,,,,4454,0.054210136,0.11176125,0.02714725,0.0655475,0.154274,0.203397834
,,,,,,,4455,0.055230136,0.10113875,0.046371667,0.073475769,0.179676,0.200963177
,,,,,,,4456,0.057414764,0.10113875,0.046371667,0.073475769,0.179676,0.19852852
,,,,,,,4457,0.059599391,0.078815,0.070361667,0.071306923,0.175398,0.197309747
,,,,,,,4458,0.059784427,0.078815,0.070361667,0.071306923,0.175398,0.196091697
,,,,,,,4459,0.059969464,0.0566935,0.096501667,0.062447308,0.160025,0.194872924
,,,,,,,4460,0.061522891,0.0566935,0.096501667,0.062447308,0.160025,0.193350903
,,,,,,,4461,0.063076318,0.040306,0.129190833,0.053108846,0.144374,0.183316245
,,,,,,,4462,0.0670665,0.040306,0.129190833,0.053108846,0.144374,0.173281588
,,,,,,,4463,0.071056682,0.02782075,0.161544167,0.045039846,0.1324048,0.164767509
,,,,,,,4464,0.075886227,0.02782075,0.161544167,0.045039846,0.1324048,0.155949458
,,,,,,,4465,0.080715773,0.01858475,0.192605417,0.038986846,0.1228016,0.155340072
,,,,,,,4466,0.081512455,0.01858475,0.192605417,0.038986846,0.1228016,0.154425993
,,,,,,,4467,0.082309136,0.0124045,0.216508333,0.024891577,0.0868064,0.156247653
,,,,,,,4468,0.079062386,0.0124045,0.216508333,0.024891577,0.0868064,0.158070036
,,,,,,,4469,0.075815636,0.0080365,0.237135,0.010280731,0.04785,0.16080361
,,,,,,,4470,0.072849436,0.0080365,0.237135,0.010280731,0.04785,0.163537906
,,,,,,,4471,0.069883236,0.006397,0.25818,0.005207846,0.0417164,0.162319856
,,,,,,,4472,0.068336468,0.006397,0.25818,0.005207846,0.0417164,0.160797834
,,,,,,,4473,0.0667897,0.006623,0.28503375,0.011633846,0.0605472,0.161099639
,,,,,,,4474,0.067842718,0.006623,0.28503375,0.011633846,0.0605472,0.161098195
,,,,,,,4475,0.068895736,0.007782,0.313474583,0.029503231,0.10487,0.163527798
,,,,,,,4476,0.070838736,0.007782,0.313474583,0.029503231,0.10487,0.16565343
,,,,,,,4477,0.072781736,0.01011,0.343473333,0.062524846,0.201196,0.166867148
,,,,,,,4478,0.070193182,0.01011,0.343473333,0.062524846,0.201196,0.167776895
,,,,,,,4479,0.067604627,0.015324,0.377249583,0.100390077,0.29029,0.169902527
,,,,,,,4480,0.060834864,0.015324,0.377249583,0.100390077,0.29029,0.171723466
,,,,,,,4481,0.0540651,0.022495,0.39807125,0.103390385,0.314119,0.172025993
,,,,,,,4482,0.057145723,0.022495,0.39807125,0.103390385,0.314119,0.172023827
,,,,,,,4483,0.060226345,0.025,0.411981667,0.123226923,0.339033,0.168981949
,,,,,,,4484,0.059924795,0.025,0.411981667,0.123226923,0.339033,0.165636823
,,,,,,,4485,0.059623245,0.0280655,0.413837083,0.140033462,0.350245,0.162291697
,,,,,,,4486,0.060248186,0.0280655,0.413837083,0.140033462,0.350245,0.158642599
,,,,,,,4487,0.060873127,0.0304485,0.415017083,0.167385,0.339264,0.155298195
,,,,,,,4488,0.062931632,0.0304485,0.415017083,0.167385,0.339264,0.151649097
,,,,,,,4489,0.064990136,0.036941,0.412063333,0.208617308,0.344016,0.146480866
,,,,,,,4490,0.065501977,0.036941,0.412063333,0.208617308,0.344016,0.141312635
,,,,,,,4491,0.066013818,0.0446635,0.3896125,0.22793,0.379722,0.138880144
,,,,,,,4492,0.060694005,0.0446635,0.3896125,0.22793,0.379722,0.136446931
,,,,,,,4493,0.055374191,0.070248,0.341466667,0.213280154,0.355082,0.130975451
,,,,,,,4494,0.052991173,0.070248,0.341466667,0.213280154,0.355082,0.1252
,,,,,,,4495,0.050608155,0.087358,0.292984167,0.183390385,0.343972,0.123375451
,,,,,,,4496,0.048544868,0.087358,0.292984167,0.183390385,0.343972,0.121550903
,,,,,,,4497,0.046481582,0.072973,0.25672625,0.159260769,0.287157,0.116687365
,,,,,,,4498,0.0436152,0.072973,0.25672625,0.159260769,0.287157,0.111519856
,,,,,,,4499,0.040748818,0.085493,0.226220417,0.129062308,0.315175,0.105745126
,,,,,,,4500,0.042986755,0.085493,0.226220417,0.129062308,0.315175,0.099970397
,,,,,,,4501,0.045224691,0.089694,0.20183,0.107846538,0.287918,0.092372563
,,,,,,,4502,0.052672941,0.089694,0.20183,0.107846538,0.287918,0.08447148
,,,,,,,4503,0.060121191,0.1014885,0.181337917,0.102063846,0.238159,0.080520578
,,,,,,,4504,0.070084582,0.1014885,0.181337917,0.102063846,0.238159,0.076265704
,,,,,,,4505,0.080047973,0.0954565,0.171668333,0.097109615,0.227382,0.07201083
,,,,,,,4506,0.095664486,0.0954565,0.171668333,0.097109615,0.227382,0.067755957
,,,,,,,4507,0.111281,0.08340125,0.180679583,0.093903077,0.21429,0.06532491
,,,,,,,4508,0.139626727,0.08340125,0.180679583,0.093903077,0.21429,0.06258917
,,,,,,,4509,0.167972455,0.08708625,0.210110833,0.094113846,0.201244,0.060158123
,,,,,,,4510,0.204864364,0.08708625,0.210110833,0.094113846,0.201244,0.057423105
,,,,,,,4511,0.241756273,0.09545625,0.25567125,0.096290769,0.18758,0.05681444
,,,,,,,4512,0.280491318,0.09545625,0.25567125,0.096290769,0.18758,0.055902527
,,,,,,,4513,0.319226364,0.10515375,0.312587917,0.099986154,0.174619,0.054382671
,,,,,,,4514,0.355924682,0.10515375,0.312587917,0.099986154,0.174619,0.052862816
,,,,,,,4515,0.392623,0.1081225,0.35601,0.10195,0.166104,0.053166065
,,,,,,,4516,0.427725682,0.1081225,0.35601,0.10195,0.166104,0.053165343
,,,,,,,4517,0.462828364,0.1252875,0.406294167,0.106075769,0.168626,0.052557401
,,,,,,,4518,0.497969318,0.1252875,0.406294167,0.106075769,0.168626,0.051948736
,,,,,,,4519,0.533110273,0.14896125,0.449524583,0.123506923,0.184382,0.053163177
,,,,,,,4520,0.565274909,0.14896125,0.449524583,0.123506923,0.184382,0.054377617
,,,,,,,4521,0.597439545,0.1850825,0.486827917,0.149867154,0.213608,0.054073646
,,,,,,,4522,0.619492727,0.1850825,0.486827917,0.149867154,0.213608,0.053768953
,,,,,,,4523,0.641545909,0.23290375,0.524272917,0.183660769,0.25512,0.05346426
,,,,,,,4524,0.660290273,0.23290375,0.524272917,0.183660769,0.25512,0.053160289
,,,,,,,4525,0.679034636,0.293005,0.564105417,0.224751538,0.306283,0.050425271
,,,,,,,4526,0.680975636,0.293005,0.564105417,0.224751538,0.306283,0.047690975
,,,,,,,4527,0.682916636,0.356475,0.581393333,0.259722308,0.36503,0.047994224
,,,,,,,4528,0.674419955,0.356475,0.581393333,0.259722308,0.36503,0.048297473
,,,,,,,4529,0.665923273,0.407855,0.5816175,0.300082692,0.4215,0.049207942
,,,,,,,4530,0.660341409,0.407855,0.5816175,0.300082692,0.4215,0.049815162
,,,,,,,4531,0.654759545,0.43709,0.602864167,0.358310769,0.497275,0.054067148
,,,,,,,4532,0.646749955,0.43709,0.602864167,0.358310769,0.497275,0.058015162
,,,,,,,4533,0.638740364,0.49425,0.6298525,0.408089615,0.575435,0.061659206
,,,,,,,4534,0.635934955,0.49425,0.6298525,0.408089615,0.575435,0.065303249
,,,,,,,4535,0.633129545,0.55580375,0.651022083,0.456187692,0.639549,0.068036101
,,,,,,,4536,0.639444591,0.55580375,0.651022083,0.456187692,0.639549,0.070768953
,,,,,,,4537,0.645759636,0.60785625,0.68036375,0.512269615,0.709,0.07107148
,,,,,,,4538,0.652604318,0.60785625,0.68036375,0.512269615,0.709,0.071070758
,,,,,,,4539,0.659449,0.5944075,0.68737125,0.535803846,0.716605,0.071070036
,,,,,,,4540,0.666530773,0.5944075,0.68737125,0.535803846,0.716605,0.071068592
,,,,,,,4541,0.673612545,0.56998125,0.675005417,0.506605769,0.675753,0.069245487
,,,,,,,4542,0.685569909,0.56998125,0.675005417,0.506605769,0.675753,0.067119134
,,,,,,,4543,0.697527273,0.54258125,0.666149583,0.526941923,0.61626,0.068332852
,,,,,,,4544,0.715026636,0.54258125,0.666149583,0.526941923,0.61626,0.06954657
,,,,,,,4545,0.732526,0.534565,0.656527917,0.462910769,0.553012,0.067724188
,,,,,,,4546,0.747021091,0.534565,0.656527917,0.462910769,0.553012,0.065901083
,,,,,,,4547,0.761516182,0.51415,0.64627375,0.419846923,0.483708,0.062559567
,,,,,,,4548,0.776990409,0.51415,0.64627375,0.419846923,0.483708,0.058914801
,,,,,,,4549,0.792464636,0.5288025,0.648533333,0.392528846,0.429342,0.054054874
,,,,,,,4550,0.805469682,0.5288025,0.648533333,0.392528846,0.429342,0.048891697
,,,,,,,4551,0.818474727,0.543355,0.65789875,0.380619231,0.387114,0.047372563
,,,,,,,4552,0.82078,0.543355,0.65789875,0.380619231,0.387114,0.045854152
,,,,,,,4553,0.823085273,0.5552175,0.667792917,0.391693462,0.366588,0.045246209
,,,,,,,4554,0.822264636,0.5552175,0.667792917,0.391693462,0.366588,0.044638267
,,,,,,,4555,0.821444,0.57191625,0.674271667,0.402635,0.357216,0.045244765
,,,,,,,4556,0.820343636,0.57191625,0.674271667,0.402635,0.357216,0.045851986
,,,,,,,4557,0.819243273,0.58315375,0.6721225,0.406295769,0.34956,0.047065704
,,,,,,,4558,0.817790545,0.58315375,0.6721225,0.406295769,0.34956,0.047976173
,,,,,,,4559,0.816337818,0.60024,0.664594167,0.411937308,0.345974,0.053137184
,,,,,,,4560,0.814207091,0.60024,0.664594167,0.411937308,0.345974,0.058298917
,,,,,,,4561,0.812076364,0.62455375,0.656206667,0.418427692,0.345987,0.057690975
,,,,,,,4562,0.802258227,0.62455375,0.656206667,0.418427692,0.345987,0.057083032
,,,,,,,4563,0.792440091,0.64130875,0.643889167,0.422503462,0.366016,0.058296751
,,,,,,,4564,0.778143773,0.64130875,0.643889167,0.422503462,0.366016,0.059510469
,,,,,,,4565,0.763847455,0.63938125,0.61862375,0.432887308,0.403612,0.059205776
,,,,,,,4566,0.749318682,0.63938125,0.61862375,0.432887308,0.403612,0.058597834
,,,,,,,4567,0.734789909,0.64084,0.614461667,0.449454615,0.448625,0.061025993
,,,,,,,4568,0.722146318,0.64084,0.614461667,0.449454615,0.448625,0.063150903
,,,,,,,4569,0.709502727,0.6366775,0.632805,0.465008846,0.490575,0.066186282
,,,,,,,4570,0.696055773,0.6366775,0.632805,0.465008846,0.490575,0.06891769
,,,,,,,4571,0.682608818,0.634795,0.65834,0.479041538,0.531108,0.072256318
,,,,,,,4572,0.664697364,0.634795,0.65834,0.479041538,0.531108,0.075291697
,,,,,,,4573,0.646785909,0.63579625,0.667775,0.488931538,0.568157,0.073165343
,,,,,,,4574,0.630513727,0.63579625,0.667775,0.488931538,0.568157,0.071038989
,,,,,,,4575,0.614241545,0.64088,0.671456667,0.488124231,0.572033,0.072252708
,,,,,,,4576,0.602419682,0.64088,0.671456667,0.488124231,0.572033,0.073162455
,,,,,,,4577,0.590597818,0.6551575,0.6718425,0.480795231,0.538814,0.075286643
,,,,,,,4578,0.589199864,0.6551575,0.6718425,0.480795231,0.538814,0.077107581
,,,,,,,4579,0.587801909,0.671505,0.6716375,0.487739231,0.4926,0.081963177
,,,,,,,4580,0.584621636,0.671505,0.6716375,0.487739231,0.4926,0.086516245
,,,,,,,4581,0.581441364,0.6850475,0.676330833,0.477513846,0.44155,0.091068592
,,,,,,,4582,0.578093409,0.6850475,0.676330833,0.477513846,0.44155,0.095316968
,,,,,,,4583,0.574745455,0.71747875,0.681350417,0.479618462,0.386643,0.102600722
,,,,,,,4584,0.572281,0.71747875,0.681350417,0.479618462,0.386643,0.109885199
,,,,,,,4585,0.569816545,0.7487025,0.690162917,0.481326538,0.330634,0.114436823
,,,,,,,4586,0.547369045,0.7487025,0.690162917,0.481326538,0.330634,0.118988448
,,,,,,,4587,0.524921545,0.76910375,0.659785417,0.481858462,0.294096,0.125664982
,,,,,,,4588,0.4845075,0.76910375,0.659785417,0.481858462,0.294096,0.132037545
,,,,,,,4589,0.444093455,0.78180875,0.543774167,0.466322692,0.27791,0.138410108
,,,,,,,4590,0.403686727,0.78180875,0.543774167,0.466322692,0.27791,0.144782671
,,,,,,,4591,0.36328,0.79289,0.409295,0.440706923,0.271614,0.148423105
,,,,,,,4592,0.322259682,0.79289,0.409295,0.440706923,0.271614,0.152063538
,,,,,,,4593,0.281239364,0.7944775,0.284943333,0.410208077,0.268738,0.150240433
,,,,,,,4594,0.249129386,0.7944775,0.284943333,0.410208077,0.268738,0.148114079
,,,,,,,4595,0.217019409,0.79029375,0.200011667,0.379313692,0.270376,0.139310469
,,,,,,,4596,0.194466273,0.79029375,0.200011667,0.379313692,0.270376,0.13020361
,,,,,,,4597,0.171913136,0.7838175,0.1548175,0.366753692,0.274138,0.120186282
,,,,,,,4598,0.161942159,0.7838175,0.1548175,0.366753692,0.274138,0.109866426
,,,,,,,4599,0.151971182,0.745485,0.112023333,0.340033615,0.263752,0.105008664
,,,,,,,4600,0.145054727,0.745485,0.112023333,0.340033615,0.263752,0.100151625
,,,,,,,4601,0.138138273,0.6481725,0.07497875,0.292946,0.244415,0.096812274
,,,,,,,4602,0.133984682,0.6481725,0.07497875,0.292946,0.244415,0.093472924
,,,,,,,4603,0.129831091,0.5509325,0.049059,0.24448,0.221343,0.091044043
,,,,,,,4604,0.130810727,0.5509325,0.049059,0.24448,0.221343,0.088615162
,,,,,,,4605,0.131790364,0.42915375,0.03427575,0.198805,0.195291,0.08679278
,,,,,,,4606,0.1363625,0.42915375,0.03427575,0.198805,0.195291,0.08466787
,,,,,,,4607,0.140934636,0.32126125,0.0275825,0.159826154,0.16899,0.085576895
,,,,,,,4608,0.148325636,0.32126125,0.0275825,0.159826154,0.16899,0.086182671
,,,,,,,4609,0.155716636,0.2374225,0.0287615,0.124310385,0.159976,0.084968231
,,,,,,,4610,0.155007091,0.2374225,0.0287615,0.124310385,0.159976,0.083449819
,,,,,,,4611,0.154297545,0.15906125,0.02908525,0.0901075,0.146723,0.085572563
,,,,,,,4612,0.145184091,0.15906125,0.02908525,0.0901075,0.146723,0.08739278
,,,,,,,4613,0.136070636,0.0865675,0.027243917,0.060342885,0.125426,0.087998556
,,,,,,,4614,0.127158773,0.0865675,0.027243917,0.060342885,0.125426,0.088604332
,,,,,,,4615,0.118246909,0.04397075,0.02597775,0.042964423,0.111262,0.091030325
,,,,,,,4616,0.111026136,0.04397075,0.02597775,0.042964423,0.111262,0.093153069
,,,,,,,4617,0.103805364,0.01899075,0.025436917,0.030789154,0.099201,0.092849097
,,,,,,,4618,0.097279455,0.01899075,0.025436917,0.030789154,0.099201,0.092544404
,,,,,,,4619,0.090753545,0.005222,0.026021667,0.022648769,0.087771,0.094059928
,,,,,,,4620,0.083797705,0.005222,0.026021667,0.022648769,0.087771,0.095576173
,,,,,,,4621,0.076841864,0.002938,0.026257917,0.017329923,0.07898,0.093451264
,,,,,,,4622,0.072516114,0.002938,0.026257917,0.017329923,0.07898,0.091326354
,,,,,,,4623,0.068190364,0.008278,0.0328025,0.014215269,0.07275,0.094966065
,,,,,,,4624,0.060230459,0.008278,0.0328025,0.014215269,0.07275,0.098605776
,,,,,,,4625,0.052270555,0.01891,0.049595,0.014718962,0.066408,0.104065704
,,,,,,,4626,0.052030023,0.01891,0.049595,0.014718962,0.066408,0.10952491
,,,,,,,4627,0.051789491,0.031413,0.074532917,0.020902885,0.059748,0.121355957
,,,,,,,4628,0.053635059,0.031413,0.074532917,0.020902885,0.059748,0.133187004
,,,,,,,4629,0.055480627,0.0463,0.114226667,0.035085769,0.057202,0.13834296
,,,,,,,4630,0.055462991,0.0463,0.114226667,0.035085769,0.057202,0.143498195
,,,,,,,4631,0.055445355,0.07227125,0.152781667,0.055939077,0.057051,0.146833935
,,,,,,,4632,0.055958832,0.07227125,0.152781667,0.055939077,0.057051,0.150168953
,,,,,,,4633,0.056472309,0.105208,0.18984625,0.084537769,0.057257,0.149560289
,,,,,,,4634,0.058528195,0.105208,0.18984625,0.084537769,0.057257,0.148648375
,,,,,,,4635,0.060584082,0.1249405,0.206,0.098539385,0.049348,0.150467148
,,,,,,,4636,0.065658845,0.1249405,0.206,0.098539385,0.049348,0.152285199
,,,,,,,4637,0.070733609,0.12366875,0.199540833,0.093780385,0.055236,0.152587004
,,,,,,,4638,0.076052441,0.12366875,0.199540833,0.093780385,0.055236,0.152888087
,,,,,,,4639,0.081371273,0.117045,0.18289,0.084090769,0.059394,0.147729242
,,,,,,,4640,0.086127659,0.117045,0.18289,0.084090769,0.059394,0.142571119
