wind ,Efficiency,VarOM,FixOM,CAPEX,Life,capacity,period,W1,W2,W3,W4,W5,W6
,,,,,,,7933,0.005604227,0.15115875,0.008686417,0.209782308,0.606419,0.090400722
,,,,,,,7934,0.006609636,0.15115875,0.008686417,0.209782308,0.606419,0.087192058
,,,,,,,7935,0.007615045,0.1513475,0.008870833,0.227762308,0.605285,0.086316245
,,,,,,,7936,0.007787932,0.1513475,0.008870833,0.227762308,0.605285,0.085440433
,,,,,,,7937,0.007960818,0.1345225,0.0085675,0.236413846,0.618452,0.082815162
,,,,,,,7938,0.009811568,0.1345225,0.0085675,0.236413846,0.618452,0.079898195
,,,,,,,7939,0.011662318,0.11562375,0.010235,0.249382692,0.629687,0.077564621
,,,,,,,7940,0.013241,0.11562375,0.010235,0.249382692,0.629687,0.075231047
,,,,,,,7941,0.014819682,0.0962875,0.015704,0.260214615,0.644132,0.073188448
,,,,,,,7942,0.016698091,0.0962875,0.015704,0.260214615,0.644132,0.07114657
,,,,,,,7943,0.0185765,0.081815,0.023852417,0.26804,0.655682,0.070562455
,,,,,,,7944,0.019964886,0.081815,0.023852417,0.26804,0.655682,0.069687365
,,,,,,,7945,0.021353273,0.0688125,0.037907083,0.274443462,0.667371,0.069686643
,,,,,,,7946,0.021239568,0.0688125,0.037907083,0.274443462,0.667371,0.069394224
,,,,,,,7947,0.021125864,0.05777,0.046779167,0.274161923,0.66835,0.07026787
,,,,,,,7948,0.020744,0.05777,0.046779167,0.274161923,0.66835,0.070850542
,,,,,,,7949,0.020362136,0.04854125,0.053649583,0.268309615,0.667696,0.070849097
,,,,,,,7950,0.0202985,0.04854125,0.053649583,0.268309615,0.667696,0.070556679
,,,,,,,7951,0.020234864,0.04021375,0.05647125,0.260079615,0.662469,0.070847653
,,,,,,,7952,0.020133591,0.04021375,0.05647125,0.260079615,0.662469,0.071138628
,,,,,,,7953,0.020032318,0.0324335,0.059555417,0.251626923,0.659775,0.070262816
,,,,,,,7954,0.02007505,0.0324335,0.059555417,0.251626923,0.659775,0.069387726
,,,,,,,7955,0.020117782,0.027965,0.057614583,0.244184231,0.649813,0.067054152
,,,,,,,7956,0.020522777,0.027965,0.057614583,0.244184231,0.649813,0.064429603
,,,,,,,7957,0.020927773,0.0233795,0.055652917,0.234268846,0.629931,0.061222383
,,,,,,,7958,0.021059736,0.0233795,0.055652917,0.234268846,0.629931,0.05801444
,,,,,,,7959,0.0211917,0.019577,0.05459125,0.218760769,0.615053,0.054223827
,,,,,,,7960,0.023539745,0.019577,0.05459125,0.218760769,0.615053,0.050433213
,,,,,,,7961,0.025887791,0.0161465,0.05321,0.204872308,0.594439,0.048392058
,,,,,,,7962,0.027921295,0.0161465,0.05321,0.204872308,0.594439,0.046059928
,,,,,,,7963,0.0299548,0.013308,0.046279167,0.189201154,0.582042,0.045767509
,,,,,,,7964,0.031682655,0.013308,0.046279167,0.189201154,0.582042,0.045475812
,,,,,,,7965,0.033410509,0.0103465,0.039467917,0.175594423,0.568649,0.04547509
,,,,,,,7966,0.036440241,0.0103465,0.039467917,0.175594423,0.568649,0.045474368
,,,,,,,7967,0.039469973,0.008109,0.034469667,0.167475385,0.563792,0.051595668
,,,,,,,7968,0.043331123,0.008109,0.034469667,0.167475385,0.563792,0.057424549
,,,,,,,7969,0.047192273,0.006451,0.0311155,0.162165577,0.560982,0.056841155
,,,,,,,7970,0.047367868,0.006451,0.0311155,0.162165577,0.560982,0.055966065
,,,,,,,7971,0.047543464,0.004062,0.026182333,0.158916154,0.561602,0.05625704
,,,,,,,7972,0.043523945,0.004062,0.026182333,0.158916154,0.561602,0.056547292
,,,,,,,7973,0.039504427,0.003092,0.01839975,0.158829615,0.565226,0.056255596
,,,,,,,7974,0.034826786,0.003092,0.01839975,0.158829615,0.565226,0.05567148
,,,,,,,7975,0.030149145,0.002303,0.0118995,0.162581538,0.56509,0.058294585
,,,,,,,7976,0.026546523,0.002303,0.0118995,0.162581538,0.56509,0.060625271
,,,,,,,7977,0.0229439,0.00173,0.0085175,0.170866538,0.567964,0.062373285
,,,,,,,7978,0.019681368,0.00173,0.0085175,0.170866538,0.567964,0.0641213
,,,,,,,7979,0.016418836,0.00131,0.005720583,0.179479615,0.570152,0.065286643
,,,,,,,7980,0.012632486,0.00131,0.005720583,0.179479615,0.570152,0.066160289
,,,,,,,7981,0.008846136,0.000934,0.00387225,0.1794,0.554962,0.06441083
,,,,,,,7982,0.00663075,0.000934,0.00387225,0.1794,0.554962,0.062661372
,,,,,,,7983,0.004415364,0.000658,0.003161667,0.183158462,0.580811,0.067615162
,,,,,,,7984,0.003422273,0.000658,0.003161667,0.183158462,0.580811,0.072568953
,,,,,,,7985,0.002429182,0.000426,0.005073167,0.191255769,0.609443,0.077813718
,,,,,,,7986,0.00315025,0.000426,0.005073167,0.191255769,0.609443,0.082767509
,,,,,,,7987,0.003871318,0.00018,0.009133333,0.198896346,0.634497,0.093841155
,,,,,,,7988,0.00450125,0.00018,0.009133333,0.198896346,0.634497,0.104914079
,,,,,,,7989,0.005131182,0.001876,0.015987583,0.208095769,0.651577,0.115695307
,,,,,,,7990,0.005913818,0.001876,0.015987583,0.208095769,0.651577,0.126476534
,,,,,,,7991,0.006696455,0.003512,0.027244583,0.222288654,0.702894,0.13958917
,,,,,,,7992,0.0072155,0.003512,0.027244583,0.222288654,0.702894,0.152409386
,,,,,,,7993,0.007734545,0.00589,0.0415575,0.234435192,0.737818,0.161150181
,,,,,,,7994,0.008412341,0.00589,0.0415575,0.234435192,0.737818,0.169890253
,,,,,,,7995,0.009090136,0.007576,0.056142917,0.244169615,0.753106,0.177755957
,,,,,,,7996,0.009737977,0.007576,0.056142917,0.244169615,0.753106,0.185330686
,,,,,,,7997,0.010385818,0.009682,0.067937917,0.251581923,0.763594,0.192322022
,,,,,,,7998,0.010594727,0.009682,0.067937917,0.251581923,0.763594,0.199313357
,,,,,,,7999,0.010803636,0.009666,0.07656375,0.257424615,0.770011,0.206886643
,,,,,,,8000,0.011147136,0.009666,0.07656375,0.257424615,0.770011,0.214168953
,,,,,,,8001,0.011490636,0.009416,0.08484625,0.262150769,0.770902,0.223490975
,,,,,,,8002,0.011882932,0.009416,0.08484625,0.262150769,0.770902,0.2325213
,,,,,,,8003,0.012275227,0.00923,0.09433,0.266226154,0.77021,0.241842599
,,,,,,,8004,0.012160932,0.00923,0.09433,0.266226154,0.77021,0.251163899
,,,,,,,8005,0.012046636,0.009132,0.103065417,0.269645,0.77225,0.248246931
,,,,,,,8006,0.011984932,0.009132,0.103065417,0.269645,0.77225,0.245038989
,,,,,,,8007,0.011923227,0.008384,0.09411,0.266113077,0.76454,0.246201444
,,,,,,,8008,0.01194875,0.008384,0.09411,0.266113077,0.76454,0.247363899
,,,,,,,8009,0.011974273,0.00665,0.075565417,0.254728462,0.7465,0.252605776
,,,,,,,8010,0.011735227,0.00665,0.075565417,0.254728462,0.7465,0.257846931
,,,,,,,8011,0.011496182,0.004848,0.051898333,0.239817308,0.72763,0.264545126
,,,,,,,8012,0.011314818,0.004848,0.051898333,0.239817308,0.72763,0.270951625
,,,,,,,8013,0.011133455,0.003228,0.030494833,0.225386154,0.70986,0.274153069
,,,,,,,8014,0.010971455,0.003228,0.030494833,0.225386154,0.70986,0.277063538
,,,,,,,8015,0.010809455,0.001922,0.016307167,0.210415962,0.679824,0.275894585
,,,,,,,8016,0.010587841,0.001922,0.016307167,0.210415962,0.679824,0.274726354
,,,,,,,8017,0.010366227,0.002096,0.00825225,0.196383654,0.648368,0.27705343
,,,,,,,8018,0.009954023,0.002096,0.00825225,0.196383654,0.648368,0.279380505
,,,,,,,8019,0.009541818,0.001886,0.00503125,0.184271538,0.613432,0.281125632
,,,,,,,8020,0.009059091,0.001886,0.00503125,0.184271538,0.613432,0.282579061
,,,,,,,8021,0.008576364,0.001394,0.0046325,0.175402692,0.583399,0.285779783
,,,,,,,8022,0.008044818,0.001394,0.0046325,0.175402692,0.583399,0.288981227
,,,,,,,8023,0.007513273,0.00091,0.004538333,0.168119615,0.557561,0.286355957
,,,,,,,8024,0.007392136,0.00091,0.004538333,0.168119615,0.557561,0.283730686
,,,,,,,8025,0.007271,0.000472,0.004616667,0.161177692,0.529343,0.284018773
,,,,,,,8026,0.007362636,0.000472,0.004616667,0.161177692,0.529343,0.284306859
,,,,,,,8027,0.007454273,0.000154,0.004794583,0.154608462,0.4989,0.293333574
,,,,,,,8028,0.006119,0.000154,0.004794583,0.154608462,0.4989,0.302068592
,,,,,,,8029,0.004783727,3.40E-05,0.004908333,0.149013654,0.458974,0.314590614
,,,,,,,8030,0.004466318,3.40E-05,0.004908333,0.149013654,0.458974,0.326820939
,,,,,,,8031,0.004148909,0.000404,0.004115,0.155616346,0.448534,0.345459206
,,,,,,,8032,0.005074477,0.000404,0.004115,0.155616346,0.448534,0.363805776
,,,,,,,8033,0.006000045,0.0016,0.004152083,0.170377885,0.47609,0.379529964
,,,,,,,8034,0.005772205,0.0016,0.004152083,0.170377885,0.47609,0.395254152
,,,,,,,8035,0.005544364,0.00371,0.007647333,0.186122308,0.506162,0.402531408
,,,,,,,8036,0.005477682,0.00371,0.007647333,0.186122308,0.506162,0.409516968
,,,,,,,8037,0.005411,0.006382,0.015099333,0.200939038,0.537034,0.422618773
,,,,,,,8038,0.006479386,0.006382,0.015099333,0.200939038,0.537034,0.435720578
,,,,,,,8039,0.007547773,0.010102,0.030161417,0.215381154,0.577266,0.444452708
,,,,,,,8040,0.008280818,0.010102,0.030161417,0.215381154,0.577266,0.453184838
,,,,,,,8041,0.009013864,0.014429,0.053304167,0.229495385,0.610802,0.463955957
,,,,,,,8042,0.010340932,0.014429,0.053304167,0.229495385,0.610802,0.474435379
,,,,,,,8043,0.011668,0.018575,0.076230417,0.236019231,0.62791,0.483457762
,,,,,,,8044,0.013171555,0.018575,0.076230417,0.236019231,0.62791,0.49218917
,,,,,,,8045,0.014675109,0.0203,0.096648333,0.234018846,0.615502,0.502959567
,,,,,,,8046,0.017753505,0.0203,0.096648333,0.234018846,0.615502,0.513729242
,,,,,,,8047,0.0208319,0.020999,0.106694583,0.226946154,0.59134,0.507316245
,,,,,,,8048,0.024845155,0.020999,0.106694583,0.226946154,0.59134,0.500611552
,,,,,,,8049,0.028858409,0.0226595,0.114795833,0.218238846,0.564912,0.495655596
,,,,,,,8050,0.034825455,0.0226595,0.114795833,0.218238846,0.564912,0.49040722
,,,,,,,8051,0.0407925,0.024623,0.124724167,0.208127692,0.546048,0.475258484
,,,,,,,8052,0.048903227,0.024623,0.124724167,0.208127692,0.546048,0.460110469
,,,,,,,8053,0.057013955,0.026651,0.133706667,0.202022692,0.525696,0.441758845
,,,,,,,8054,0.065535864,0.026651,0.133706667,0.202022692,0.525696,0.423116968
,,,,,,,8055,0.074057773,0.023681,0.137162917,0.188051154,0.503994,0.401563177
,,,,,,,8056,0.077784477,0.023681,0.137162917,0.188051154,0.503994,0.380010108
,,,,,,,8057,0.081511182,0.0167895,0.136570417,0.165651154,0.475176,0.364572563
,,,,,,,8058,0.083615523,0.0167895,0.136570417,0.165651154,0.475176,0.348844043
,,,,,,,8059,0.085719864,0.009961,0.130252917,0.140171731,0.439749,0.336901083
,,,,,,,8060,0.086405636,0.009961,0.130252917,0.140171731,0.439749,0.32466787
,,,,,,,8061,0.087091409,0.005601,0.1215975,0.119902885,0.40207,0.310687365
,,,,,,,8062,0.086621318,0.005601,0.1215975,0.119902885,0.40207,0.296415884
,,,,,,,8063,0.086151227,0.003935,0.11365375,0.101211346,0.359328,0.300488809
,,,,,,,8064,0.087376455,0.003935,0.11365375,0.101211346,0.359328,0.304561733
,,,,,,,8065,0.088601682,0.003934,0.10656375,0.086230231,0.321347,0.299608664
,,,,,,,8066,0.085601432,0.003934,0.10656375,0.086230231,0.321347,0.294363899
,,,,,,,8067,0.082601182,0.0068525,0.091802083,0.077212154,0.293213,0.29494296
,,,,,,,8068,0.078320909,0.0068525,0.091802083,0.077212154,0.293213,0.295230325
,,,,,,,8069,0.074040636,0.0135675,0.074280833,0.074990538,0.280819,0.296392058
,,,,,,,8070,0.070875864,0.0135675,0.074280833,0.074990538,0.280819,0.297262094
,,,,,,,8071,0.067711091,0.02473875,0.060010833,0.073636423,0.265496,0.293764621
,,,,,,,8072,0.066433659,0.02473875,0.060010833,0.073636423,0.265496,0.289976173
,,,,,,,8073,0.065156227,0.0415955,0.050051667,0.073204769,0.263846,0.294049097
,,,,,,,8074,0.064294273,0.0415955,0.050051667,0.073204769,0.263846,0.297830325
,,,,,,,8075,0.063432318,0.063217,0.042500833,0.071661385,0.250332,0.314711913
,,,,,,,8076,0.059890155,0.063217,0.042500833,0.071661385,0.250332,0.331302527
,,,,,,,8077,0.056347991,0.1040325,0.033835417,0.068877885,0.230816,0.337412274
,,,,,,,8078,0.055273795,0.1040325,0.033835417,0.068877885,0.230816,0.343522022
,,,,,,,8079,0.0541996,0.1402775,0.02562975,0.066732692,0.21275,0.355162455
,,,,,,,8080,0.055452005,0.1402775,0.02562975,0.066732692,0.21275,0.366802888
,,,,,,,8081,0.056704409,0.16677375,0.0208915,0.072883269,0.19398,0.374076534
,,,,,,,8082,0.058193886,0.16677375,0.0208915,0.072883269,0.19398,0.381058484
,,,,,,,8083,0.059683364,0.19315875,0.016972833,0.082271346,0.179214,0.386002888
,,,,,,,8084,0.061457932,0.19315875,0.016972833,0.082271346,0.179214,0.390947292
,,,,,,,8085,0.0632325,0.2212125,0.01655725,0.094779808,0.1663704,0.392397834
,,,,,,,8086,0.067948705,0.2212125,0.01655725,0.094779808,0.1663704,0.393849097
,,,,,,,8087,0.072664909,0.2515225,0.018197,0.12639,0.1573056,0.390642599
,,,,,,,8088,0.078472455,0.2515225,0.018197,0.12639,0.1573056,0.387436101
,,,,,,,8089,0.08428,0.28812,0.02049225,0.153694231,0.1497192,0.388304693
,,,,,,,8090,0.090540159,0.28812,0.02049225,0.153694231,0.1497192,0.389173285
,,,,,,,8091,0.096800318,0.3250925,0.0238375,0.173180769,0.1524624,0.385675812
,,,,,,,8092,0.101389068,0.3250925,0.0238375,0.173180769,0.1524624,0.382178339
,,,,,,,8093,0.105977818,0.35878875,0.026378417,0.187908462,0.163976,0.375479422
,,,,,,,8094,0.110315386,0.35878875,0.026378417,0.187908462,0.163976,0.368780505
,,,,,,,8095,0.114652955,0.3898575,0.028928417,0.198743077,0.1781216,0.360625993
,,,,,,,8096,0.120061273,0.3898575,0.028928417,0.198743077,0.1781216,0.352472202
,,,,,,,8097,0.125469591,0.41769375,0.03119125,0.211319231,0.194888,0.348684477
,,,,,,,8098,0.130547295,0.41769375,0.03119125,0.211319231,0.194888,0.344605776
,,,,,,,8099,0.135625,0.4493725,0.034096333,0.222193077,0.212384,0.332377617
,,,,,,,8100,0.142625341,0.4493725,0.034096333,0.222193077,0.212384,0.320150181
,,,,,,,8101,0.149625682,0.48356125,0.036909417,0.235126154,0.229448,0.296571841
,,,,,,,8102,0.153844318,0.48356125,0.036909417,0.235126154,0.229448,0.272703249
,,,,,,,8103,0.158062955,0.51987375,0.0330595,0.240582308,0.241456,0.252327076
,,,,,,,8104,0.161705045,0.51987375,0.0330595,0.240582308,0.241456,0.231952347
,,,,,,,8105,0.165347136,0.54981,0.027208083,0.238901538,0.2359744,0.220308303
,,,,,,,8106,0.178075477,0.54981,0.027208083,0.238901538,0.2359744,0.208374007
,,,,,,,8107,0.190803818,0.58388875,0.023420167,0.244334615,0.2334672,0.207498195
,,,,,,,8108,0.198778205,0.58388875,0.023420167,0.244334615,0.2334672,0.20633213
,,,,,,,8109,0.206752591,0.6198675,0.027892917,0.246791538,0.2271528,0.203419495
,,,,,,,8110,0.212345636,0.6198675,0.027892917,0.246791538,0.2271528,0.200215884
,,,,,,,8111,0.217938682,0.66199125,0.0372625,0.232633077,0.2368176,0.199922022
,,,,,,,8112,0.227623364,0.66199125,0.0372625,0.232633077,0.2368176,0.199628881
,,,,,,,8113,0.237308045,0.68367,0.0473675,0.211292308,0.246092,0.19933574
,,,,,,,8114,0.248086136,0.68367,0.0473675,0.211292308,0.246092,0.198751625
,,,,,,,8115,0.258864227,0.70144125,0.060407083,0.223753462,0.246881,0.203987004
,,,,,,,8116,0.258963136,0.70144125,0.060407083,0.223753462,0.246881,0.209222383
,,,,,,,8117,0.259062045,0.758315,0.0626325,0.251010769,0.252191,0.211548014
,,,,,,,8118,0.258833068,0.758315,0.0626325,0.251010769,0.252191,0.213581949
,,,,,,,8119,0.258604091,0.7138325,0.060075417,0.302683462,0.273196,0.212997834
,,,,,,,8120,0.259456341,0.7138325,0.060075417,0.302683462,0.273196,0.212122022
,,,,,,,8121,0.260308591,0.78016125,0.062673833,0.32568,0.30503,0.210955957
,,,,,,,8122,0.262353705,0.78016125,0.062673833,0.32568,0.30503,0.209498917
,,,,,,,8123,0.264398818,0.7571025,0.077161917,0.314643077,0.337271,0.210950903
,,,,,,,8124,0.263553227,0.7571025,0.077161917,0.314643077,0.337271,0.21240361
,,,,,,,8125,0.262707636,0.832525,0.089213333,0.326964231,0.360017,0.213564621
,,,,,,,8126,0.265465182,0.832525,0.089213333,0.326964231,0.360017,0.214435379
,,,,,,,8127,0.268222727,0.818575,0.0896205,0.415176923,0.405639,0.218215162
,,,,,,,8128,0.268441818,0.818575,0.0896205,0.415176923,0.405639,0.221703971
,,,,,,,8129,0.268660909,0.83366875,0.077490833,0.449911385,0.409528,0.220537184
,,,,,,,8130,0.268274,0.83366875,0.077490833,0.449911385,0.409528,0.219371119
,,,,,,,8131,0.267887091,0.81672,0.06726725,0.418621538,0.429483,0.225768953
,,,,,,,8132,0.265135409,0.81672,0.06726725,0.418621538,0.429483,0.231876534
,,,,,,,8133,0.262383727,0.8505425,0.065490583,0.466499385,0.430992,0.233618773
,,,,,,,8134,0.259730136,0.8505425,0.065490583,0.466499385,0.430992,0.235361733
,,,,,,,8135,0.257076545,0.8493675,0.083223333,0.501464615,0.436563,0.24321444
,,,,,,,8136,0.246985318,0.8493675,0.083223333,0.501464615,0.436563,0.250775451
,,,,,,,8137,0.236894091,0.8474825,0.116353333,0.526526538,0.469163,0.256008664
,,,,,,,8138,0.2327415,0.8474825,0.116353333,0.526526538,0.469163,0.261242599
,,,,,,,8139,0.228588909,0.84588875,0.13117,0.537545,0.475765,0.261238989
,,,,,,,8140,0.222778045,0.84588875,0.13117,0.537545,0.475765,0.261236101
,,,,,,,8141,0.216967182,0.86685375,0.135865,0.556433846,0.50098,0.258324188
,,,,,,,8142,0.214010523,0.86685375,0.135865,0.556433846,0.50098,0.255412274
,,,,,,,8143,0.211053864,0.86842125,0.14707125,0.570036,0.533487,0.249300361
,,,,,,,8144,0.206621386,0.86842125,0.14707125,0.570036,0.533487,0.243188448
,,,,,,,8145,0.202188909,0.85799875,0.1458075,0.565700385,0.529716,0.231550181
,,,,,,,8146,0.198750977,0.85799875,0.1458075,0.565700385,0.529716,0.219620939
,,,,,,,8147,0.195313045,0.8641725,0.14599625,0.569379,0.515136,0.202456318
,,,,,,,8148,0.189161568,0.8641725,0.14599625,0.569379,0.515136,0.185291697
,,,,,,,8149,0.183010091,0.8706625,0.145615417,0.562026923,0.520764,0.16434657
,,,,,,,8150,0.168897886,0.8706625,0.145615417,0.562026923,0.520764,0.143401444
,,,,,,,8151,0.154785682,0.8720925,0.136627917,0.507534231,0.545313,0.124202166
,,,,,,,8152,0.143133295,0.8720925,0.136627917,0.507534231,0.545313,0.104712635
,,,,,,,8153,0.131480909,0.87884375,0.112632083,0.531892154,0.542389,0.093949458
,,,,,,,8154,0.121648409,0.87884375,0.112632083,0.531892154,0.542389,0.083186282
,,,,,,,8155,0.111815909,0.86772,0.09110625,0.520987923,0.538415,0.078531408
,,,,,,,8156,0.101679,0.86772,0.09110625,0.520987923,0.538415,0.073877256
,,,,,,,8157,0.091542091,0.87025,0.069633333,0.516234,0.52534,0.070386282
,,,,,,,8158,0.083684841,0.87025,0.069633333,0.516234,0.52534,0.066895307
,,,,,,,8159,0.075827591,0.88252875,0.053504667,0.524891154,0.53987,0.067475812
,,,,,,,8160,0.06984825,0.88252875,0.053504667,0.524891154,0.53987,0.067766065
,,,,,,,8161,0.063868909,0.8917,0.045461667,0.550552692,0.511307,0.066601444
,,,,,,,8162,0.061729,0.8917,0.045461667,0.550552692,0.511307,0.065437545
,,,,,,,8163,0.059589091,0.88756125,0.039657917,0.562225769,0.516369,0.066309025
,,,,,,,8164,0.060678364,0.88756125,0.039657917,0.562225769,0.516369,0.066890253
,,,,,,,8165,0.061767636,0.86398,0.027345417,0.548310769,0.51569,0.065726354
,,,,,,,8166,0.063712682,0.86398,0.027345417,0.548310769,0.51569,0.064562455
,,,,,,,8167,0.065657727,0.82501875,0.018039333,0.518898077,0.535537,0.063107581
,,,,,,,8168,0.068353045,0.82501875,0.018039333,0.518898077,0.535537,0.061361733
,,,,,,,8169,0.071048364,0.769615,0.010652833,0.490218846,0.513682,0.062524188
,,,,,,,8170,0.072172977,0.769615,0.010652833,0.490218846,0.513682,0.063395668
,,,,,,,8171,0.073297591,0.686415,0.006076667,0.460910769,0.52902,0.0657213
,,,,,,,8172,0.071091841,0.686415,0.006076667,0.460910769,0.52902,0.068046931
,,,,,,,8173,0.068886091,0.6456975,0.003622083,0.429568462,0.52761,0.066883032
,,,,,,,8174,0.069555023,0.6456975,0.003622083,0.429568462,0.52761,0.065719134
,,,,,,,8175,0.070223955,0.5109,0.003537083,0.425018077,0.557572,0.068626715
,,,,,,,8176,0.070293318,0.5109,0.003537083,0.425018077,0.557572,0.071242599
,,,,,,,8177,0.070362682,0.45133625,0.005537833,0.375316538,0.515944,0.074149458
,,,,,,,8178,0.068458227,0.45133625,0.005537833,0.375316538,0.515944,0.077056318
,,,,,,,8179,0.066553773,0.40697375,0.013087333,0.359141154,0.500664,0.084034657
,,,,,,,8180,0.066995932,0.40697375,0.013087333,0.359141154,0.500664,0.0907213
,,,,,,,8181,0.067438091,0.3334225,0.03217475,0.314366154,0.450055,0.097698195
,,,,,,,8182,0.071071114,0.3334225,0.03217475,0.314366154,0.450055,0.104384838
,,,,,,,8183,0.074704136,0.282445,0.064441667,0.288450769,0.427538,0.11107148
,,,,,,,8184,0.077960432,0.282445,0.064441667,0.288450769,0.427538,0.117757401
,,,,,,,8185,0.081216727,0.2373275,0.116343333,0.256580385,0.420218,0.126187726
,,,,,,,8186,0.0811255,0.2373275,0.116343333,0.256580385,0.420218,0.134327798
,,,,,,,8187,0.081034273,0.1945125,0.14973375,0.211450577,0.36769,0.137524188
,,,,,,,8188,0.078234523,0.1945125,0.14973375,0.211450577,0.36769,0.140430325
,,,,,,,8189,0.075434773,0.158115,0.152924583,0.170921154,0.31872,0.144789892
,,,,,,,8190,0.072401295,0.158115,0.152924583,0.170921154,0.31872,0.149148736
,,,,,,,8191,0.069367818,0.1398825,0.147660417,0.131328077,0.2481904,0.146530686
,,,,,,,8192,0.06687425,0.1398825,0.147660417,0.131328077,0.2481904,0.143912635
,,,,,,,8193,0.064380682,0.126341,0.137243333,0.096776923,0.209816,0.141293863
,,,,,,,8194,0.062674659,0.126341,0.137243333,0.096776923,0.209816,0.138675812
,,,,,,,8195,0.060968636,0.1157035,0.1271275,0.076170192,0.1748432,0.131987726
,,,,,,,8196,0.061331114,0.1157035,0.1271275,0.076170192,0.1748432,0.125008664
,,,,,,,8197,0.061693591,0.10536525,0.11977,0.063468077,0.155488,0.122391336
,,,,,,,8198,0.059996427,0.10536525,0.11977,0.063468077,0.155488,0.11948231
,,,,,,,8199,0.058299264,0.0912475,0.10738125,0.051056346,0.12986,0.11453935
,,,,,,,8200,0.05389325,0.0912475,0.10738125,0.051056346,0.12986,0.109595668
,,,,,,,8201,0.049487236,0.07573875,0.086021667,0.0394475,0.1082168,0.110757401
,,,,,,,8202,0.046408623,0.07573875,0.086021667,0.0394475,0.1082168,0.111628159
,,,,,,,8203,0.043330009,0.06477125,0.059800417,0.032991923,0.0877648,0.117150181
,,,,,,,8204,0.0398811,0.06477125,0.059800417,0.032991923,0.0877648,0.12267148
,,,,,,,8205,0.036432191,0.05840875,0.039399833,0.029628385,0.070852,0.128774729
,,,,,,,8206,0.033326545,0.05840875,0.039399833,0.029628385,0.070852,0.134587004
,,,,,,,8207,0.0302209,0.0508875,0.02210525,0.028661308,0.0621016,0.139236101
,,,,,,,8208,0.028076223,0.0508875,0.02210525,0.028661308,0.0621016,0.143885199
,,,,,,,8209,0.025931545,0.049673,0.01071825,0.030225885,0.0562808,0.145046209
,,,,,,,8210,0.023335859,0.049673,0.01071825,0.030225885,0.0562808,0.14620722
,,,,,,,8211,0.020740173,0.047254,0.005713833,0.032806962,0.0541696,0.152309747
,,,,,,,8212,0.017512091,0.047254,0.005713833,0.032806962,0.0541696,0.158411552
,,,,,,,8213,0.014284009,0.03944725,0.003198833,0.030604577,0.0514736,0.165966787
,,,,,,,8214,0.011442936,0.03944725,0.003198833,0.030604577,0.0514736,0.173522022
,,,,,,,8215,0.008601864,0.03073125,0.001664917,0.026474,0.0467256,0.187181227
,,,,,,,8216,0.007080705,0.03073125,0.001664917,0.026474,0.0467256,0.200839711
,,,,,,,8217,0.005559545,0.02637625,0.000547083,0.022691,0.0417728,0.209556679
,,,,,,,8218,0.004292682,0.02637625,0.000547083,0.022691,0.0417728,0.218272924
,,,,,,,8219,0.003025818,0.02301875,2.21E-05,0.020038885,0.0373808,0.232802888
,,,,,,,8220,0.002072295,0.02301875,2.21E-05,0.020038885,0.0373808,0.247041155
,,,,,,,8221,0.001118773,0.02055,1.00E-05,0.017248077,0.033152,0.260988448
,,,,,,,8222,0.000715023,0.02055,1.00E-05,0.017248077,0.033152,0.274645487
,,,,,,,8223,0.000311273,0.015595,0,0.016021769,0.0269648,0.28946426
,,,,,,,8224,0.000457432,0.015595,0,0.012839077,0.0269648,0.303992058
,,,,,,,8225,0.000603591,0.0095695,0.000348,0.010882692,0.0220384,0.312706859
,,,,,,,8226,0.000894886,0.0095695,0.000348,0.010882692,0.0220384,0.321421661
,,,,,,,8227,0.001186182,0.005933,0.002627333,0.009114,0.0238976,0.331007942
,,,,,,,8228,0.001501568,0.005933,0.002627333,0.009114,0.0238976,0.340303971
,,,,,,,8229,0.001816955,0.005942,0.005496667,0.011308615,0.0281648,0.345239711
,,,,,,,8230,0.002481886,0.005942,0.005496667,0.011308615,0.0281648,0.350176173
,,,,,,,8231,0.003146818,0.009134,0.009135667,0.016301538,0.035392,0.353659206
,,,,,,,8232,0.003994659,0.009134,0.009135667,0.016301538,0.035392,0.357142238
,,,,,,,8233,0.0048425,0.018949,0.014298833,0.022889308,0.044984,0.364984116
,,,,,,,8234,0.005515818,0.018949,0.014298833,0.022889308,0.044984,0.372825993
,,,,,,,8235,0.006189136,0.0312905,0.016847083,0.027307538,0.0454992,0.371659206
,,,,,,,8236,0.00627775,0.0312905,0.016847083,0.027307538,0.0454992,0.370202166
,,,,,,,8237,0.006366364,0.0423775,0.015527,0.034042077,0.0427816,0.372812996
,,,,,,,8238,0.00624525,0.0423775,0.015527,0.034042077,0.0427816,0.375423827
,,,,,,,8239,0.006124136,0.058175,0.013240667,0.037483308,0.0391952,0.372804332
,,,,,,,8240,0.005993045,0.058175,0.013240667,0.037483308,0.0391952,0.369893863
,,,,,,,8241,0.005861955,0.0735425,0.011791417,0.040754077,0.0342272,0.361753791
,,,,,,,8242,0.005703659,0.0735425,0.011791417,0.040754077,0.0342272,0.353323466
,,,,,,,8243,0.005545364,0.090865,0.01071725,0.045129308,0.0289616,0.335304693
,,,,,,,8244,0.005847841,0.090865,0.01071725,0.045129308,0.0289616,0.316995668
,,,,,,,8245,0.006150318,0.110555,0.0108365,0.0547935,0.0238472,0.28851769
