heating Efficiency,VarOM,FixOM,CAPEX,Life,Qmass (MWh/C),Ploss (MW/C),TS+  ( C ),TS- ( C ),location,cooling efficiency,capacity
2.8,3,12000,3280000,20,139600,5500,23,19,5,1.8,30000
